x	y	cluster	words
-0.88275605	-32.643078	19	injunction
-11.019222	58.976173	19	Something
-6.261472	-29.433495	2	borrowed
20.770172	7.847152	12	adapted
0.9325031	-30.294899	6	evening
0.1955987	-35.829285	12	bows
35.115047	-2.5356593	12	Terms
50.859306	22.060097	0	probability
-7.7668405	-34.206776	19	verily
5.82288	24.239422	2	healthfulness
38.676746	26.546095	19	seminaries
-4.3269362	-15.413501	2	irrevocably
-33.290455	35.48322	11	before
-47.844	9.936841	8	_your_
11.797595	14.044785	12	owing
-41.356464	-27.804567	2	vacancy
2.387113	-20.087658	2	essentials
-20.904535	43.15485	15	will
25.878086	29.255302	2	_particularly_
-41.280357	-26.258287	19	committed
-5.8873	-33.635956	2	persists
-50.20166	13.161216	2	modification
-17.656742	-49.335926	7	know
27.993717	-6.311655	10	reports
12.590268	-6.3085084	18	satisfy
-6.5224943	3.7478666	19	piquet
-47.084087	-27.35571	2	Liverpool
33.576717	29.065102	2	hackneyed
-5.8737636	10.481581	19	campful
14.3215	5.474211	2	_missish_
-50.685234	-10.51531	0	hastily
-35.68926	-40.145443	19	injuries
-10.618584	57.508377	12	induce
34.51275	21.45043	18	road
-44.63393	13.132311	2	separated
28.909178	27.19947	19	grievances
43.858833	24.4817	12	double
2.2845128	-14.79871	0	interested
-10.039867	57.785973	12	SUCH
-34.249115	33.760014	12	regular
-40.657207	-32.879745	12	minds
-52.16943	-21.874216	12	anticipated
47.405685	5.748056	19	provisions
-4.367739	-30.845985	10	boys
-54.344746	-22.042248	19	wickedest
26.07602	30.930723	18	clothes
8.3962755	29.651127	10	sole
49.272686	34.011936	14	reached
-11.976895	-11.384248	12	parcels
4.1355767	-19.945549	10	sight
28.560032	10.728998	19	paintings
45.147995	9.477418	2	56
-26.513731	-50.71386	2	healthy
2.8050237	-21.880001	19	ill-tempered
35.065716	38.16861	2	meditations
-2.1449478	10.804282	14	distress
49.54652	22.798641	12	tired
-32.9468	-48.553314	19	feet
-13.74207	50.169758	12	attach
-13.063161	-47.11796	6	everything
-36.13756	-43.176746	2	diversified
-11.11539	55.61992	0	offered
-45.641106	13.526794	19	alterations
28.170385	29.004423	19	denying
-50.343884	4.0259733	19	_scheme_
-0.8184237	5.7345505	2	inmates
25.004406	25.230648	2	bridegroom
43.413998	21.906004	18	Pray
49.63874	10.828697	0	follows
49.32231	38.202835	19	transition
-47.268288	-19.622894	10	aside
-8.761845	-13.627973	10	Newby
-7.1418953	-28.402588	10	momentary
20.913567	-3.2804105	12	commanded
19.297806	-19.887794	14	turning
-44.3144	-42.38347	2	avoiding
-1.2799499	-34.157524	10	sex
-6.141845	-41.37149	19	romantic
-4.222548	-24.598207	12	inducement
26.050076	9.388832	3	thing
45.58475	11.986545	2	statements
-51.40397	-0.6097485	10	tempted
36.11779	42.08515	10	require
-45.220387	7.314992	19	arrogant
24.19128	3.2819295	2	Robinson
44.390667	7.917742	12	audience
27.315952	27.280891	2	recommenced
13.3239155	-19.037724	2	gaming
19.40397	14.341616	10	dirty
-11.200378	-46.23471	9	or
-17.801922	-42.002895	2	gathering
29.33803	6.18661	8	admiration
17.857931	22.924532	10	continually
-16.02741	-47.64677	19	invalid
-51.68981	-10.570755	19	drawing-rooms
12.647854	-12.923016	14	civil
-46.565975	-13.214299	19	Richard
-6.961376	-27.829117	10	entertainment
-9.0568495	-47.288246	10	third
-48.97924	-35.93728	18	besides
27.67982	4.245265	14	doing
-11.930696	-51.751175	12	mediocrity
-21.674036	-43.599808	2	charged
41.292065	19.818712	12	allowance
38.211544	9.876997	0	windows
13.812868	25.881403	10	confessed
32.768066	-10.004627	0	emotion
6.552199	1.2210565	2	acknowledging
-20.347681	-35.551517	19	to-night
-0.6367476	3.0875447	2	Give
-44.92736	-39.98693	12	banished
-10.960425	-47.70159	19	bedrooms
51.80748	31.94823	10	equipment
16.680838	17.740644	0	wit
39.564697	26.53202	2	plays
-22.08146	-49.690216	4	without
-43.40272	23.531301	0	mentioning
-14.044951	-27.906685	2	ante-chamber
17.341644	23.035227	12	Much
-40.617702	26.6915	10	honourable
-36.695602	-45.382267	2	ill-breeding
18.673714	-13.51447	19	maintain
29.991634	2.193971	10	decent
4.4001956	-28.84397	18	Pride
-11.380629	-37.196873	2	promotion
-7.8996305	55.928654	0	Tuesday
42.370377	-1.2455904	2	insisted
-2.23795	1.2177591	12	copse
-10.81769	-27.934942	10	court
-36.524487	-39.249825	8	That
45.901226	22.644306	6	least
-4.5646234	-24.975641	2	indicated
34.952503	3.0125656	12	alarming
-51.737274	3.9267027	6	rather
-9.177573	52.82137	2	productive
-38.8108	29.40281	14	drawing-room
13.19348	-10.072138	9	from
39.55427	9.8778515	2	ill-judging
43.06897	12.318498	12	betrayed
14.143128	-12.302731	19	Away
-3.801104	-16.349808	19	forgets
44.228252	18.87766	18	paragraph
6.328433	-22.395657	19	quieter
2.2078195	-11.830163	2	art
-36.47567	-37.618958	8	Phillips
-17.513542	46.208305	19	servility
7.2086005	-7.241076	19	palings
28.992186	3.8083148	14	months
-45.161488	22.231516	10	using
-10.083728	58.18783	4	into
-45.208847	-33.88682	18	past
-19.64223	-42.188168	19	natured
17.322514	14.523036	18	goodness
41.236725	30.634335	18	amusement
-1.4388208	-29.95668	2	consternation
50.082066	27.595558	12	possessed
15.481085	26.679909	2	action
3.9199548	-39.050213	2	concealment
-42.873566	16.843767	2	discuss
-47.762615	9.3036	19	perpetual
16.823473	30.603767	19	assumed
-30.89719	-48.188465	2	CAROLINE
9.195826	0.1708676	12	West
28.542173	26.33625	19	Teasing
-0.237104	-7.6308303	3	deal
-2.333022	-13.070483	18	access
-16.92955	51.302376	8	anybody
32.84138	-10.008551	2	complaint
-13.596682	48.944584	2	overset
-6.5850096	-34.659737	2	bowed
23.116535	0.9248471	19	winding
14.588135	20.831015	10	invite
-46.088196	8.981658	2	score
-42.64434	-29.249912	10	_them_
-34.468323	-50.39607	14	along
2.7506428	8.207004	18	private
13.863604	0.7449902	16	yet
22.48043	7.996743	19	stroll
-15.184895	51.078953	18	company
31.304876	17.809994	19	Impossible
-42.87116	-44.28372	2	Under
-47.58762	-25.876883	12	Both
30.765266	40.738388	0	month
12.542279	-21.550997	19	sympathise
53.539803	36.15695	2	neighbouring
18.711609	3.1829462	3	men
-30.593681	33.148388	13	could
22.017662	24.664438	10	embraced
-48.316578	-26.890451	12	setting
-7.075927	-32.136925	2	bosoms
-43.12077	-33.145782	10	Matlock
-44.29868	17.174444	18	employed
-41.168365	25.831482	19	courtier
-47.686966	-12.705071	12	preparations
31.567278	19.567316	14	shortly
7.004688	6.651807	10	qualities
6.559156	-7.372718	12	purport
-8.182006	-21.83965	10	dining
-7.960182	-15.141323	10	inconvenience
-1.902465	-40.8233	2	strangeness
-46.613514	17.396395	2	GARDINER
-25.183329	-44.604485	10	B.
-1.6038991	2.4686434	2	Royalty
16.843311	1.5432967	19	shrug
27.595222	25.124828	19	mouth
-48.228386	11.6015625	2	cake
-48.759888	-21.563606	19	pursuits
22.688364	13.07992	2	peace-making
43.232	35.65872	10	approbation
-49.655285	6.749336	3	wife
-0.26653206	-9.227248	12	disclaim
51.477074	29.755495	3	words
-39.78887	20.318705	2	prodigious
46.789307	22.057043	12	repetition
14.187975	-0.18442711	0	viewing
-1.4261461	-43.804207	0	proposals
-9.895014	-31.253641	19	Happiness
29.988735	-10.812886	19	exhibiting
-0.7764882	13.680881	14	tone
-41.376015	-45.762398	2	profits
-21.499544	45.67295	12	storm
26.908361	-0.7437874	12	liability
-34.979885	-40.114193	10	comprehended
-46.03854	11.061254	2	methods
42.955914	18.449661	2	39
31.800375	37.494816	2	seizing
55.394028	19.52841	19	content
-20.014843	-48.65868	2	non
-34.225487	27.553398	19	scope
14.482436	-7.493898	12	PG
-52.1572	-10.324858	14	_his_
6.275856	18.260452	5	Lizzy
-0.25228673	11.618925	2	favourably
-12.308973	-41.640347	3	respect
-10.719105	52.787	10	driven
-40.85189	-43.39539	0	reproach
-39.128265	-46.425648	19	Forsters
-2.6574826	-0.4727077	8	suddenly
-14.804869	-40.23893	2	grain
-44.004322	-38.781643	3	four
-12.834338	50.097656	19	commissioning
38.82527	10.819326	12	survive
7.8994637	5.430623	19	_filial_
18.380678	-6.0686965	12	AS-IS
-10.17147	53.11288	0	smiling
-55.215252	-16.185354	12	conquer
5.563121	-14.244586	12	beneficence
36.60397	40.494312	19	win
13.489682	8.445389	2	steadiness
8.095773	-22.66425	2	pigs
-32.62297	-47.922447	19	wits
48.595974	38.466095	19	flat
22.21323	-1.7915478	17	seeing
-10.464778	-22.976154	11	soon
-4.952612	-30.13672	2	CONTENTS
22.898333	15.703342	13	are
27.174274	13.665831	17	person
-34.510643	31.0133	19	hug
19.403522	1.2925662	2	wet
-44.267487	-30.866299	10	procured
-52.855415	-5.967527	6	began
-13.063702	-29.764713	19	barely
-32.66207	-46.834194	2	ended
47.94773	14.883489	0	likes
39.44489	9.503691	2	nectarines
22.494675	-6.53667	2	parade
7.7663183	5.112927	1	last
-46.454018	6.6399264	0	agitated
-16.759739	-44.214535	12	worthy
-49.85223	-5.421104	14	danger
41.398827	20.24257	19	spiteful
3.1461303	-16.159357	18	desirable
-26.345596	-47.70041	2	Even
-40.83926	24.591627	2	successively
-7.435423	2.6091127	19	unrestrained
20.443043	-4.0700274	2	disrespectful
-36.344353	-32.134197	0	sentiments
-3.4765506	-17.056553	2	compare
-17.113688	-39.41442	2	Commerce
-6.974891	3.210529	18	displaying
-42.758354	14.434324	0	succeeding
-40.41996	23.963375	2	disinterestedness
32.120865	34.284294	2	prosperous
-10.251441	-30.627813	19	polluted
-44.37111	5.7294626	10	privilege
2.1582947	-25.329971	2	contrasted
19.506334	8.481976	2	Put
-14.252457	-49.761833	19	Pleased
44.613	29.653093	19	absurdity
42.595173	29.220858	19	dresses
-46.713127	19.132933	10	wise
-44.303593	6.2850547	19	loves
-55.60772	-13.436971	10	beauties
28.278889	14.783462	2	ample
-18.974867	44.405197	19	sister-in-law
53.188873	19.402603	10	petticoat
-10.951747	58.974594	16	down
15.300476	26.117445	6	Sir
-19.864569	-44.42084	19	rested
-44.328686	-43.06702	12	_coming
-7.96923	54.37874	2	_should_
-43.784325	19.389338	19	preceded
-30.65175	-45.706436	12	Spanish
-46.76934	-6.247675	2	figures
55.955982	34.785137	19	demands
-1.4179	-3.2411685	10	miserable
-54.00047	-20.568832	19	vex
34.933678	-2.1927848	10	chosen
-27.34503	-40.17458	10	advantages
-13.927689	-31.67173	2	lobby
22.070637	20.93153	19	unchanged
-40.32604	-45.075176	0	higher
-15.582857	46.30848	12	steadily
41.9204	12.710416	14	pardon
52.113472	26.536978	2	variation
40.35702	31.5376	2	pour
-13.356203	-45.487774	19	unpretending
16.986757	26.378727	10	attributed
-39.42437	28.252258	12	stupidity
-46.701675	-13.361846	0	show
-9.283237	-21.342794	2	Contact
-5.8360333	-44.390953	2	limited
49.884144	16.900167	2	shoot
-9.64714	-27.134525	19	frailty
45.94125	15.327711	12	approve
-15.464238	46.36974	18	somewhat
-19.030949	44.08087	2	17
-47.7143	-8.263264	17	pride
-27.904724	-38.270203	12	formidable
-1.9627596	-26.087633	10	governess
10.536402	11.097157	2	good-tempered
-17.66116	-38.554184	2	delights
27.062271	-6.253691	0	unwilling
-27.718283	-44.21905	12	correspondence
12.043525	-5.235758	2	dreading
44.364174	27.855255	2	separately
-14.132532	-51.708477	8	felicity
-22.863289	-48.29894	18	permission
18.5533	18.768017	2	dependent
11.873428	19.411821	1	Catherine
52.140533	32.891068	2	granted
-0.82920045	-39.505325	19	ingratitude
42.229027	38.16077	14	related
45.30136	36.370537	2	blameable
29.178131	32.93242	10	returns
-36.096832	26.41874	8	Their
17.341986	-15.33716	2	solid
-45.968586	-26.185701	12	begging
1.9672586	-29.849949	8	taken
3.5178304	-30.408087	2	recall
-46.026943	9.33858	10	AGREEMENT
-53.10942	-0.6716246	19	syllables
-2.3152747	-8.585628	0	spared
37.080334	34.394936	14	to-morrow
-28.72869	-52.21561	18	fond
-34.518555	-49.982117	12	fool
3.5321581	-38.075546	19	allowable
19.856306	22.672413	19	apprehending
-3.7198043	-9.660671	18	virtue
-50.914978	-0.7013291	19	chances
19.432173	16.758104	19	instructing
-48.599915	-22.775974	0	inform
-44.90625	-31.68912	12	TRADEMARK
5.59946	-34.445847	2	heartfelt
21.448013	0.3336208	2	sorely
-52.01464	-25.172796	19	reverse
38.44038	15.8946495	12	flirting
-47.777863	-15.659352	12	powerful
-20.199266	44.625042	12	err
-51.713135	-5.671942	12	stop
42.201214	6.6169477	2	witticisms
6.306178	10.793971	17	idea
-43.337215	-38.04509	19	vicinity
1.0864935	-7.824024	2	environs
-42.9541	20.578098	2	stretching
21.32418	16.565067	12	strenuously
-5.06492	6.6973715	10	dining-parlour
4.749597	12.059775	19	echo
23.65825	23.705221	18	Indeed
49.353905	32.068226	2	aid
-0.70342845	-25.21344	19	uncompanionable
-16.13104	-48.937805	19	sang
35.93479	-0.2534145	16	whom
-31.957514	-51.97548	12	TITLE
-35.339478	-50.146095	19	duets
36.43808	32.147797	14	_she_
45.563534	32.280098	19	excused
-41.94783	18.698784	2	August_
-49.2654	-10.703964	19	gig
-9.573081	-40.618496	12	tide
52.698204	26.18029	10	awakened
41.153816	-4.826248	3	opportunity
10.171652	9.23505	19	womanly
-19.81065	-53.832203	3	days
-10.944716	51.37919	2	calico
6.759807	-4.018826	12	unnecessary
-34.729103	32.90647	2	qualifications
13.038012	-19.276855	10	departure
4.8821673	18.27054	19	mismanagement
-33.61265	-50.631187	2	turnpikes
28.074013	31.89818	19	compilation
-22.751648	-46.2343	2	excess
19.47945	4.2542787	12	_Her_
45.848328	4.077708	2	wretchedness
41.81792	16.683655	2	failure
-48.167473	-25.697903	19	re-kindled
30.614643	-1.400947	2	Melan
4.4796267	10.381067	0	instances
-18.423386	45.244896	2	ancient
-52.160915	-8.340596	10	dressing-room
54.410103	33.819767	19	_ought_
-2.5650675	-12.614661	8	poor
-10.298353	-43.32326	12	unaccountable
-47.44109	-18.387651	19	frighten
-42.01885	-38.831425	19	_right_
-11.125313	-41.580498	14	acquainted
-45.727978	-34.40677	12	steadfastly
17.778301	8.925827	0	arise
38.54476	27.733385	2	trout
-12.381519	-30.714222	2	conveying
-33.678276	-44.162212	12	Dovedale
-32.301533	36.141525	10	weakness
-11.023191	-33.233162	18	Are
12.749554	-10.56734	17	certain
29.388557	26.92973	2	checking
-48.710114	-30.228205	18	wait
-38.091984	25.290062	12	existence
-49.14433	-24.84307	2	avarice
36.29789	24.613611	0	similar
2.2248755	-5.366974	10	ceremony
-50.56471	-11.659453	14	Saturday
-14.962855	-31.339375	18	according
38.415997	35.08083	14	hopes
-4.9077845	-39.18044	10	performance
7.4453187	15.178545	2	stratagems
34.503838	0.75402874	2	rant
23.761587	-2.6899292	19	sermons
-46.953423	-39.19779	18	contrary
45.166386	31.178251	8	depend
-16.842323	-51.517776	17	sat
-6.2598953	-11.198972	2	brightest
34.200092	39.912853	18	Prejudice
-23.422853	-45.301216	19	drooping
-54.494804	-9.09	12	contrive
9.803192	23.029572	2	inconsiderable
-3.8764236	3.771629	19	tea-things
-15.542262	46.94575	2	self-deception
25.860125	-9.284063	2	black
26.816399	23.63592	2	employee
29.929035	31.13315	2	000
8.007132	-10.2204485	2	cure
29.71554	28.917913	0	uncommonly
-46.286556	20.246357	19	Anxious
-53.74927	-12.805464	2	artfully
21.789955	-9.545896	2	Unfeeling
-52.2405	-17.00528	12	tender
-13.311846	-43.030624	10	stared
-11.904418	50.580547	19	befriended
27.911528	28.601553	2	inducements
41.026676	28.153809	19	thankfulness
11.362546	-30.86089	10	expectations
31.83945	7.791482	10	forbearance
-4.0170226	-31.231358	10	Where
-31.73613	37.355648	2	DARCY
-25.820423	40.187798	19	aimed
21.05964	18.116936	2	wantonly
-12.042929	51.654137	2	elderly
30.349539	0.14076589	19	glory
20.17776	-0.5773382	10	motives
6.760303	3.7279153	19	declaring
-38.918427	29.171034	18	evident
-19.004131	-39.35918	10	die
22.299654	24.984682	19	whimsical
-39.95326	-38.161716	19	everywhere
24.633556	-4.5463233	8	walking
-50.200405	-3.2671978	19	swelling
10.08805	-17.624655	12	apologise
34.59599	-4.403818	12	vexatious
3.1606336	-3.4005408	2	decency
13.654828	10.387844	19	guardians
28.746069	25.715408	18	quick
-5.3154297	-38.35018	12	agitations
-12.738579	-50.074783	18	matters
-12.6928215	-14.122072	6	lady
-13.847547	-35.885334	10	mistakes
-7.7426887	-0.9681251	2	glen
-37.856964	-30.784157	2	violation
52.71185	17.918653	12	visits
-10.67375	-40.16752	14	various
-43.449238	-25.007275	14	distance
29.184053	5.9199023	19	revolution
27.34072	-3.8866348	3	After
-54.914574	-11.830629	2	discharge
21.095644	29.055305	2	expressive
22.614296	1.8401073	12	gravely
-30.44338	36.280415	2	regularly
-8.070534	-0.4664051	2	inches
46.182533	20.775393	2	depart
-32.177616	35.15598	12	disguise
-3.4317253	-33.30811	0	parish
24.667656	-7.7266345	14	_me_
9.539298	8.216338	12	conjecturing
15.64541	-10.986556	12	hesitation
-12.41048	-17.499792	2	allurements
-36.926876	27.706907	19	Compared
0.7510124	-14.34023	2	unavoidably
-4.88449	-4.2276716	12	WHICH
5.1656795	-27.559555	2	rises
20.456057	-7.0864334	2	tenants
8.080824	-7.6610126	2	mischievously
20.71499	-4.1329856	19	brevity
27.865112	29.583061	8	gratitude
-51.042194	-26.56866	2	partridges
38.21779	22.515802	2	solicitation
-20.466549	-47.932297	8	dance
38.66667	16.545843	12	previous
12.623605	-24.908289	12	matrimonial
-39.577442	-28.316536	19	acquire
-35.75007	28.475227	19	forfeit
-10.317712	-41.51281	10	guard
20.021471	24.155064	19	appertain
24.152561	9.664338	0	civilities
-22.386377	-42.32544	19	sixpence
0.11713091	-17.420721	2	consists
-45.991974	8.613075	12	regarded
-50.729477	-29.176779	19	pretence
8.047094	7.831395	12	uttered
15.978448	-17.06598	12	sufficient
-1.3547573	-42.709507	19	bewitched
55.15339	27.785965	12	quarrel
-5.6406755	10.64184	3	door
-47.279182	-22.936356	10	Those
-52.621998	-29.187704	12	90
-30.988016	-48.381737	18	unhappy
-46.113308	-31.34204	12	tents
-12.132754	-25.433334	12	streets
0.6825782	4.2040987	2	mother-in-law
-6.927763	-43.846577	19	folded
-14.482496	48.399784	8	inclination
38.311153	14.951519	18	garden
29.673653	-4.262586	2	break
43.433723	38.061344	19	loser
-40.61321	19.854471	2	_know_
25.25129	31.522915	10	worst
-48.101566	5.997841	2	dismissed
7.440174	-9.556532	17	short
-10.292818	-42.911102	10	raised
-44.074745	-38.944798	1	nor
45.131775	34.27495	19	instantaneous
-38.27345	-45.0257	10	liberal
-52.50253	-5.1250505	12	_had
32.59718	20.975502	12	attendants
10.036993	2.1874816	12	poorly
-17.241415	-44.891064	12	visible
-8.191277	-3.8078463	10	abhorrence
-3.3270426	-45.519535	2	exclaim
3.7145472	-15.022456	9	the
15.874737	-3.4007523	18	domain
9.190807	-14.483421	19	strongest
53.141685	35.355305	2	liable
-32.24404	-45.40964	19	gets
-21.27261	41.991333	12	recollecting
-0.0024668318	-28.801466	0	indulgence
-22.506285	-38.01619	12	exact
-8.087319	-49.44373	0	pronounced
18.732819	34.071476	19	hermitage
0.45597115	-21.472397	2	16
30.871128	18.591091	12	falls
23.087307	8.761881	2	prey
-21.92146	-52.731403	2	diminution
37.00293	17.445248	2	publish
2.3598776	-37.602055	6	woman
20.937817	9.69293	19	fulfil
4.129067	-17.452723	10	visiting
2.3796992	-17.588673	19	essence
-53.829777	-6.298754	19	contributions
-47.09086	-5.48735	2	convert
-15.913948	-25.863396	2	vulgar
-17.054153	-52.307625	2	jealousy
-35.828205	33.77488	19	commonly
18.620222	-12.157669	19	informing
-21.300833	-51.99524	0	confidence
38.37108	25.330519	2	mistook
42.377544	11.212783	3	thus
-34.062263	-39.82814	2	pleaded
-38.869576	26.965979	2	provoking
1.773692	-13.523488	19	divide
-53.232613	-3.646861	12	mountains
-12.954753	-38.929184	12	rules
6.4364786	3.2710533	12	headache
-53.13097	-4.9873013	10	families
34.253315	39.815098	17	sense
44.68333	17.490944	0	cheerful
48.505505	26.416939	0	solicitude
27.538235	29.607082	19	confinement
-52.58211	-3.435001	18	eBooks
-8.3238535	-42.572575	19	trifled
5.677038	-29.547709	10	mend
15.694623	14.024912	19	informality
23.600332	16.120136	19	surpassing
-22.86239	-47.416203	2	WILLIAM
-4.9360924	-43.72843	10	hands
23.883055	11.520699	8	giving
29.493279	8.496459	8	assure
38.786194	23.324535	0	wondered
-50.79389	2.7809303	12	nine
-26.998047	39.94783	10	offended
30.931526	3.1051486	12	humiliation
-7.2956996	-49.58331	12	serve
16.517689	21.515085	12	rightly
2.5499842	-38.709217	8	strong
-3.333643	-3.4640722	12	assertion
35.013977	23.273556	10	engrossed
30.972692	28.312914	12	cunning
-14.486888	-37.31227	8	regiment
28.753435	32.192142	2	PURPOSE
-53.521183	-18.578394	12	oaks
34.08477	15.220718	19	intruder
-15.0913515	48.544968	2	print
-11.191071	-15.84824	6	found
-28.620905	-50.152313	19	ragout
11.67931	-24.645893	19	hates
41.542465	2.9709718	19	witty
-27.41893	34.75802	19	_another
-33.951836	27.508795	19	undecided
36.36218	17.844704	12	54
5.3726864	-16.819242	10	distressing
-10.846814	-39.497334	2	repressed
-19.668467	-52.029167	19	Stay
-1.505103	-11.187453	2	curtseyed
4.7226324	-19.61825	10	cared
36.938423	4.6976337	19	D.
16.240807	7.2717695	6	continued
28.692905	18.68877	8	second
41.50329	30.260094	12	retained
19.477858	4.170829	0	Nothing
12.798164	-0.7179628	14	questions
-52.37202	-29.758938	12	enjoying
-2.4358203	-31.367334	19	survivor
13.847439	-21.652502	12	dated
-0.6646182	-7.0277057	12	intelligible
-5.027284	-31.131868	10	desirous
-4.914453	-41.84944	2	Bell
-52.33463	-11.708094	14	Georgiana
14.933703	2.9412699	2	retain
55.57184	14.854837	12	educational
9.301945	-25.780748	2	carved
-47.64555	0.7152652	2	unluckily
1.0689316	2.107943	2	forgetting
3.4288268	-3.3819325	2	unsuspicious
14.16483	1.3656322	19	hack
24.749754	16.56851	5	Oh
17.151245	13.376701	12	applicable
43.85101	10.442907	12	impartiality
10.244476	30.579275	2	postponed
4.396512	-30.528198	18	order
-44.250042	-36.731766	10	driving
-8.03408	-32.23118	19	self-complacency
45.270073	31.254858	19	July
-37.207302	28.787323	10	abilities
1.6994122	-13.81018	12	disclaimer
40.56627	13.579481	2	venturing
49.063576	36.442307	2	exciting
-4.6473327	55.586464	2	disclosure
40.977	8.791415	2	unqualified
-45.930965	11.168163	18	tears
-4.723532	-1.3929067	12	confirmed
36.95675	5.1896563	19	disadvantages
32.674957	19.629116	19	half-expectation
-44.487514	21.207804	19	selves
13.153343	22.021532	14	son
14.682028	-20.287289	2	vindication
44.67873	12.465615	12	effects
14.297011	15.840277	10	slyness
-16.308367	-40.02823	0	approach
-45.77864	8.443654	2	meditated
-30.278595	-45.4312	10	confused
-14.944894	46.828785	2	grieving
27.891851	30.051535	2	opposition
-42.269115	16.126343	19	storing
-33.51234	25.08797	12	F3
14.584755	11.194174	2	default
-25.444496	-43.864807	12	follies
-37.74676	-42.0511	14	capable
-11.099769	-29.12176	2	impolitic
39.359776	7.013175	19	Risk
-34.932724	-43.59607	2	knees
1.4547546	-11.38382	2	disliking
22.750118	-4.4727707	10	summoned
1.4495215	-0.05545294	19	assiduously
-50.82117	-30.197155	1	whole
0.44922772	12.027835	12	trade
-4.4902496	-15.864218	19	clump
-38.590893	-28.086199	3	Mary
-2.7754722	-39.743286	2	laughingly
39.40015	36.708927	2	ecstasy
40.260345	22.41218	2	expressively
14.548293	14.0524	12	hereafter
1.4905535	-12.942493	10	wealth
-7.318036	-3.3723116	19	Must
17.264336	31.562628	8	surprised
-4.7820883	-46.875614	12	argument
-6.2392755	55.59888	19	deprive
49.99922	18.078955	0	meat
-43.65482	14.778322	2	immoral
41.954742	16.164856	2	advancement
25.792568	3.4621086	10	trifle
-15.302086	-41.330704	0	truly
7.640505	2.2929444	2	consequential
-9.112834	-11.9064	12	complain
44.138157	26.685339	19	unshackled
11.805313	-14.916082	2	benevolent
-49.123264	-0.10956563	10	STRICT
4.8597407	-10.413614	2	narrow-minded
9.8932495	5.00651	12	well-wisher
-4.5083647	-37.05215	19	Honourable
-48.72515	-3.1285825	18	silly
10.269748	-24.427235	10	sheet
28.614662	5.518305	2	beaux
32.59507	15.116816	10	residence
-29.810184	-39.342693	19	revolted
-19.769203	-53.927345	18	promise
0.63534987	-20.331045	19	pliancy
32.76671	41.540215	19	bare
31.080238	40.752167	2	reel
12.97317	24.61078	10	attempting
41.611526	12.328058	18	expectation
-6.2622876	-19.036282	0	fears
-54.24554	-9.303419	10	payments
-41.518646	26.468136	11	again
-6.062674	-5.510178	19	eloped
14.61171	-2.5225294	2	consciousness
20.7834	1.5914718	18	elegance
26.568745	7.288117	2	boasted
38.73795	6.6820016	18	utmost
-9.285752	-11.045857	2	_only_
33.844578	29.357368	2	compatible
-34.806908	-38.20863	2	alarms
28.449032	12.759131	19	re-establish
21.755268	1.066209	18	congratulations
-12.517125	-45.236282	2	nothingness
44.862827	21.46857	2	cents
4.1669583	-36.338234	12	Except
45.3534	9.832434	19	distrusted
-1.0840188	-13.026282	10	30
45.135563	38.715893	19	digressions
-6.940913	-26.334736	10	nice
-47.119232	-12.031534	12	intermediate
-8.978565	-15.531035	19	trembled
1.6250312	-1.5611008	19	incomprehensible
-50.206062	-31.070242	2	47
-35.98273	32.83868	19	conciliatory
-52.52195	-22.714676	2	topics
-18.987318	48.314182	19	creatures
42.93297	26.19104	18	entrance
-43.251778	-36.30825	18	ashamed
-18.19474	-32.9047	19	foresaw
-10.551568	-24.328655	2	emotions
40.952164	26.76136	10	striving
-42.105003	-39.56933	10	entreat
-45.329308	-30.394487	2	process
-51.173916	-18.902348	4	Elizabeth
32.448425	17.06825	12	elapsed
-19.94673	-45.85045	12	checks
-46.076717	-19.384161	18	So
-18.905657	-43.246376	10	apologising
12.428413	20.252907	10	expense
-50.180637	-28.322004	19	Full
36.696445	-4.6669283	12	fit
6.8521285	-30.747452	2	pretense
53.775444	33.381138	19	sustained
-34.73014	33.795006	19	paining
12.836819	16.10634	12	refrain
3.7072835	3.7382941	0	leisure
29.831621	11.759578	12	_more_
33.517456	7.9425745	8	dinner
-9.282736	-25.233145	3	help
-46.73386	-31.164188	19	implacability
-49.473503	-32.136776	14	marked
38.73663	36.16157	19	rely
12.028658	-13.968556	18	passing
52.31173	18.448355	2	monotonous
29.266994	30.758255	19	soothed
-3.4213579	-13.317243	10	misfortunes
-23.736412	45.68998	18	dances
-30.554678	37.939465	3	girl
37.603966	2.3897145	19	estimated
-31.045263	37.11518	10	pales
9.364326	20.361647	14	belief
2.0703523	-25.667019	2	accusing
-33.929955	-36.973137	18	observation
-34.041225	-37.24614	10	faults
18.187983	17.782166	17	Pemberley
3.8966463	-34.24432	10	possess
-9.021502	-27.383575	19	side-glass
-48.3825	-10.933519	12	comprised
26.572392	33.837856	12	restored
18.632504	-7.0260577	2	self-gratulation
-43.66206	17.035381	10	preparing
8.918364	-25.123974	2	presently
36.749702	30.215166	18	earnestly
-20.650614	41.87872	19	Pursuing
-6.3725133	-26.505596	2	April
-51.01421	-3.4952383	0	valley
8.244801	25.534681	12	Unless
-24.726513	-43.156883	19	undervalued
35.987595	19.902037	10	PUNITIVE
-27.242638	40.64021	19	leaning
35.0981	35.137066	2	outdone
5.441463	-27.280231	2	weak-spirited
-19.49287	45.112667	2	conversing
13.537577	30.319328	12	incredible
-20.052546	-42.90316	19	set-downs
43.67656	24.26423	2	overthrown
32.624195	11.671088	12	advised
